,srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
478,2837265,AN,22,400104,233,233,131,B,ADLD,440009,2017-03-04,2017-03-03,2018-02-03,4581,2018-02-04,13.779335091672436
479,2844359,AJ,5,380009,233,233,131,A,ADLD,380051,2017-08-23,2017-04-28,2018-02-06,4422,2018-02-12,13.961566225306392
480,2893370,AN,2,110018,233,233,228,A,ADLD,110075,2017-05-21,2017-02-18,2018-02-21,4147,2018-02-23,13.696726806105573
481,3050376,AM,1,400059,233,233,131,A,ADLD,380051,2018-01-02,2018-01-02,2018-04-03,4018,2018-04-14,13.111211615017837
482,2983420,AD,3,560011,233,245,131,B,ADLD,570016,2017-12-20,2017-07-09,2018-03-15,4468,2018-03-18,12.331933575288467
483,2973415,AN,21,110015,233,233,131,C,ADLD,143001,2017-07-20,2017-07-07,2018-03-13,4580,2018-03-17,11.776456731463227
484,2941814,C,10,226010,233,233,131,B,ADLD,243001,2018-02-06,2017-05-25,2018-03-05,4547,2018-03-09,12.279521364993727
485,3048230,AN,21,110015,308,233,131,A,ADLD,110030,2016-08-25,2016-08-23,2018-04-02,4580,2018-04-06,10.611227819285332
486,2940204,AD,8,700064,233,233,131,A,ADLD,711101,2017-04-25,2018-04-05,2018-03-05,4499,2018-03-09,13.060955085524483
487,2822818,AN,8,700064,233,233,131,A,ADLD,700001,2016-08-01,2016-05-11,2018-01-31,4508,2018-02-02,14.26918503767962
488,2838596,AN,21,110015,233,233,131,A,ADLD,201301,2017-07-07,2017-06-29,2018-02-04,4580,2018-02-13,13.86589777728166
489,2848163,AJ,12,302006,233,233,131,A,ADLD,302012,2017-07-13,2017-05-02,2018-02-07,4407,2018-02-19,13.877908157990909
490,2879698,C,6,160059,233,233,228,B,ADLD,160030,2017-12-06,2016-11-25,2018-02-17,4549,2018-02-19,12.250541488554461
491,2931443,G,1,400059,233,233,131,A,ADLD,110039,2017-07-26,2017-07-24,2018-03-03,4011,2018-03-07,12.002481069953994
492,2978646,C,4,600024,233,233,131,B,ADLD,620001,2017-11-04,2017-11-03,2018-03-14,4492,2018-03-20,12.600658663702205
493,2977403,A,2,110018,308,233,131,A,ADLD,110051,2017-04-28,2017-03-06,2018-03-13,4091,2018-03-20,13.45377830201815
494,3017262,C,12,302006,233,233,131,A,ADLD,302022,2017-12-17,2017-12-15,2018-03-25,4453,2018-03-27,11.744581395102223
495,3042076,AN,22,400104,233,233,131,A,ADLD,380006,2017-06-12,2017-06-10,2018-03-31,4581,2018-04-04,10.87004570166242
496,3008475,C,2,110018,233,233,131,B,ADLD,131001,2018-02-05,2017-12-21,2018-03-22,4550,2018-04-04,11.386845987261324
497,3050330,AJ,27,110034,233,233,228,A,ADLD,110029,2018-03-09,2018-03-02,2018-04-03,4388,2018-04-10,10.893200080095895
498,3038213,AJ,27,110034,233,245,131,A,ADLD,110025,2017-12-13,2017-12-13,2018-03-30,4388,2018-04-09,11.353936486526486
499,2920840,Y,1,400059,233,233,131,A,ADLD,400051,2017-12-14,2017-12-13,2018-02-27,4581,2018-03-07,12.449035091123186
500,2969023,AA,24,110092,233,233,131,A,ADLD,110072,2018-01-27,2018-01-07,2018-03-10,4150,2018-03-13,13.304875808306491
501,2961591,AM,2,110018,233,233,131,A,ADLD,110067,2017-05-08,2017-05-07,2018-03-09,4092,2018-03-14,13.631423237880156
502,3059009,AN,6,160059,233,233,131,B,ADLD,160019,2017-10-06,2017-10-01,2018-04-05,4441,2018-04-11,11.128912064528187
503,2883293,AN,4,600024,233,233,131,B,ADLD,607402,2017-11-18,2017-11-16,2018-02-18,4490,2018-02-21,13.587512242819429
504,2934920,AN,7,500004,233,233,131,B,ADLD,530017,2017-10-20,2017-10-18,2018-03-03,4403,2018-03-07,13.434679502995031
505,2990164,AN,22,400104,308,233,131,A,ADLD,400083,2017-07-24,2016-10-01,2018-03-17,4581,2018-03-21,11.652592178533453
506,2990164,AN,22,400104,308,233,131,A,ADLD,400083,2017-07-24,2017-07-20,2018-03-17,4581,2018-03-21,11.652592178533453
507,3031453,AJ,27,110034,233,233,131,B,ADLD,131021,2017-12-26,2017-12-19,2018-03-28,4388,2018-03-31,11.795032396608207
508,3030208,AJ,25,560037,201,233,131,0,ADLD,683543,2017-06-05,2017-05-10,2018-03-28,4460,2018-04-09,13.04898175729646
509,2924766,AJ,2,110018,233,233,228,A,ADLD,110075,2017-12-29,2017-07-21,2018-02-28,4388,2018-03-04,12.336209853913147
510,2930751,AN,22,400104,233,233,131,A,ADLD,400098,2017-12-26,2017-12-16,2018-03-02,4581,2018-03-06,12.335256689835703
511,3012230,AJ,8,700064,233,233,131,A,ADLD,700072,2017-08-26,2017-04-01,2018-03-23,4499,2018-03-26,12.131252573849167
512,3003946,AJ,6,160059,233,233,228,C,ADLD,141002,2018-02-17,2018-02-13,2018-03-21,4437,2018-03-29,11.11139941161943
513,2962440,AE,1,400059,233,245,131,B,ADLD,394210,2018-01-31,2017-05-25,2018-03-10,4015,2018-03-19,14.096434123759877
514,2943050,AD,4,600024,233,233,228,A,ADLD,600118,2017-10-27,2016-06-25,2018-03-05,4488,2018-03-09,12.351481607989015
515,2994280,Y,26,560066,308,233,131,A,ADLD,560037,2017-06-02,2017-05-30,2018-03-18,5001,2018-03-20,10.0716416125372
516,3025655,AN,22,400104,233,233,131,B,ADLD,384002,2017-06-28,2017-06-24,2018-03-27,4581,2018-03-31,11.095745388785964
517,2856203,C,6,160059,233,233,228,B,ADLD,160103,2018-01-18,2018-01-03,2018-02-09,4549,2018-02-12,12.521124634318717
518,2898673,AN,2,110018,233,233,131,A,ADLD,110085,2017-06-30,2017-06-28,2018-02-22,4147,2018-02-26,14.12619982440107
519,2906662,AJ,2,110018,308,233,131,A,ADLD,122001,2017-07-29,2017-07-18,2018-02-25,4388,2018-03-05,13.145085336378258
520,2939509,AN,7,500004,233,233,131,A,ADLD,500084,2017-05-22,2017-05-19,2018-03-05,4403,2018-03-09,13.104367677430474
521,3009705,AN,21,110015,233,233,228,B,ADLD,180012,2018-02-15,2018-01-09,2018-03-23,4580,2018-03-26,11.21249845524568
522,2860907,AN,21,110015,233,233,131,A,ADLD,110034,2017-07-06,2017-07-05,2018-02-11,4580,2018-02-13,12.76319641386656
523,2865502,J,21,110015,233,233,131,0,ADLD,0,2017-06-17,2017-06-13,2018-02-13,4580,2018-02-15,11.689970729636315
524,2865502,J,21,110015,233,233,131,A,ADLD,110025,2017-06-17,2017-06-13,2018-02-13,4580,2018-02-15,12.710326450791811
525,2865502,AN,21,110015,233,233,131,A,ADLD,110025,2017-06-17,2017-05-05,2018-02-13,4580,2018-02-15,12.710326450791811
526,2865502,AN,21,110015,233,233,131,0,ADLD,0,2017-06-17,2017-05-05,2018-02-13,4580,2018-02-15,11.689970729636315
527,2884038,AJ,12,302006,233,233,228,A,ADLD,302001,2017-09-29,2017-03-08,2018-02-18,4453,2018-02-21,12.784538826023088
528,2926865,C,3,560011,233,233,228,A,ADLD,560097,2017-12-15,2017-03-29,2018-03-01,4469,2018-03-06,12.56391504395372
529,3024359,AJ,27,110034,308,233,228,A,ADLD,110051,2018-02-17,2016-12-16,2018-03-27,4388,2018-04-03,11.19175408306296
530,3044401,C,2,110018,233,233,131,B,ADLD,124001,2018-02-28,2017-10-03,2018-04-01,4550,2018-04-03,10.909217861873572
531,3000644,AN,21,110015,233,233,131,B,ADLD,131028,2017-11-10,2018-04-11,2018-03-20,4580,2018-04-01,11.35261923831051
532,3065947,AN,22,400104,233,233,131,B,ADLD,431601,2017-07-24,2017-07-20,2018-04-08,4581,2018-04-10,11.074304596258216
533,2827514,AN,21,110015,233,245,131,A,ADLD,110070,2017-05-16,2017-05-13,2018-02-01,4580,2018-02-05,12.978418323583611
534,2991249,AA,24,110092,233,245,131,A,ADLD,110086,2017-04-22,2017-04-20,2018-03-17,4150,2018-03-24,12.880953050336586
535,2869637,AN,21,110015,233,233,131,B,ADLD,248007,2017-12-28,2017-06-22,2018-02-14,4580,2018-02-17,13.94244918701115
536,2840650,C,1,400059,0,0,131,A,ADLD,400053,2017-11-22,2017-11-20,2018-02-05,4545,2018-02-08,16.79568267227488
537,2883620,C,11,641012,233,233,228,A,ADLD,641035,2018-02-02,2017-04-15,2018-02-18,4492,2018-02-21,13.070470678798564
538,3063850,AN,7,500004,233,233,131,A,ADLD,500079,2017-05-19,2017-05-17,2018-04-07,4403,2018-04-18,11.675915215275765
539,2886273,AN,17,800001,233,233,131,A,ADLD,800013,2017-07-29,2017-07-27,2018-02-19,4538,2018-02-21,13.546956173595476
540,3019633,AJ,25,560037,233,233,131,A,ADLD,560068,2018-02-22,2017-10-29,2018-03-26,4460,2018-03-31,12.02537632489826
541,3054023,C,5,380009,233,233,228,A,ADLD,380055,2018-03-01,2018-02-26,2018-04-04,4546,2018-04-10,10.548279078556781
542,2883881,C,6,160059,233,233,131,C,ADLD,143001,2018-01-19,2017-02-12,2018-02-18,4549,2018-02-21,12.534863668629718
543,2945175,AN,21,110015,233,233,131,B,ADLD,132103,2017-11-11,2017-11-08,2018-03-06,4580,2018-03-12,11.999806101761934
544,2921054,AN,21,110015,233,233,131,B,ADLD,342001,2017-07-31,2017-07-29,2018-02-27,4580,2018-03-03,14.223466909364994
545,2830791,AN,7,500004,233,233,131,C,ADLD,507115,2017-10-06,2017-09-30,2018-02-02,4403,2018-02-10,14.418504139086096
546,2951098,Y,12,302006,233,233,131,B,ADLD,313001,2018-02-27,2018-02-25,2018-03-07,4668,2018-03-15,11.714500225269305
547,3025629,AN,7,500004,233,233,131,A,ADLD,500016,2018-01-02,2018-01-01,2018-03-27,4403,2018-04-04,12.114406643712464
548,3058004,AN,21,110015,308,233,131,A,ADLD,122018,2017-10-16,2017-10-13,2018-04-05,4580,2018-04-12,10.610120894651288
549,2894422,AN,3,560011,233,245,131,A,ADLD,560037,2017-02-27,2017-02-08,2018-02-21,4467,2018-02-24,13.265930865062671
550,2901320,C,3,560011,233,245,131,A,ADLD,560008,2017-04-09,2017-04-06,2018-02-23,4461,2018-02-26,13.211311414112679
551,2843754,AF,1,400059,233,233,131,A,ADLD,400004,2017-02-18,2017-02-15,2018-02-06,4019,2018-02-10,15.665738867586477
552,2843203,AJ,1,400059,233,233,228,A,ADLD,400612,2017-06-21,2016-09-12,2018-02-06,4398,2018-02-12,13.61503572325369
553,2859463,AM,2,110018,233,233,131,A,ADLD,121003,2017-02-24,2017-02-08,2018-02-10,4092,2018-02-15,14.906069412779168
554,2886084,AE,1,400059,233,233,131,A,ADLD,401303,2017-02-25,2017-02-25,2018-02-19,4015,2018-02-23,15.20810144801014
555,2866387,AN,21,110015,233,233,131,B,ADLD,334001,2017-08-31,2017-08-25,2018-02-13,4580,2018-02-24,14.777280327526327
556,2907324,AN,21,110015,233,233,131,A,ADLD,302012,2017-03-07,2017-03-03,2018-02-26,4580,2018-03-06,14.010342450949459
557,2889057,AN,6,160059,233,233,131,B,ADLD,160047,2017-03-14,2017-03-09,2018-02-20,4673,2018-03-08,12.11904148161674
558,2933663,C,2,110018,308,233,228,A,ADLD,122003,2017-10-15,2017-07-01,2018-03-03,4091,2018-03-17,13.576796166881977
559,2973581,AN,22,400104,233,233,131,A,ADLD,400604,2016-09-01,2016-08-30,2018-03-13,4581,2018-03-21,11.847926250689554
560,3029501,AJ,27,110034,233,233,228,B,ADLD,342008,2017-05-19,2017-05-19,2018-03-28,4388,2018-04-06,13.283818966070115
561,2899996,AJ,3,560011,233,245,131,A,ADLD,560066,2018-01-24,2018-01-24,2018-02-23,4460,2018-02-26,13.231207898240903
562,2855179,C,2,110018,233,233,131,A,ADLD,110093,2017-11-29,2017-11-22,2018-02-09,4094,2018-02-14,14.845807987027115
563,3030476,AN,7,500004,233,233,131,B,ADLD,520002,2017-08-26,2017-07-08,2018-03-28,4403,2018-04-02,12.244072450772208
564,2938992,AN,21,110015,233,233,131,C,ADLD,141003,2017-10-12,2017-10-10,2018-03-04,4580,2018-03-11,12.153372541717374
565,3073790,AN,21,110015,233,233,131,A,ADLD,110062,2017-10-23,2017-10-16,2018-04-11,4580,2018-04-14,10.317896095335882
566,2900218,AN,21,110015,201,233,131,D,ADLD,124146,2017-03-04,2017-03-02,2018-02-23,4580,2018-02-27,12.44247163633652
567,2930437,AN,21,110015,233,233,131,B,ADLD,136038,2017-08-01,2017-07-29,2018-03-02,4580,2018-03-07,12.205606095406026
568,3023784,AJ,27,110034,233,233,228,A,ADLD,121005,2017-09-18,2017-07-19,2018-03-27,4388,2018-04-06,11.299945365470322
569,2860965,AJ,2,110018,233,233,228,B,ADLD,135003,2017-04-26,2016-11-27,2018-02-11,4388,2018-02-20,13.300322396363924
570,2928767,AN,21,110015,233,245,131,A,ADLD,110001,2017-03-27,2016-05-12,2018-03-01,4580,2018-03-10,11.814602949592675
571,2840328,C,2,110018,233,233,131,A,ADLD,110024,2017-04-04,2017-04-02,2018-02-05,4091,2018-02-16,15.02821980511851
572,2821067,AI,12,302006,233,233,131,B,ADLD,313001,2017-12-13,2017-12-13,2018-01-30,4407,2018-02-01,14.291092300329446
573,2850925,AJ,6,160059,233,233,228,C,ADLD,141001,2017-04-26,2016-12-28,2018-02-08,4437,2018-02-13,12.86926669288271
574,2867878,AN,17,800001,233,233,131,B,ADLD,848101,2018-01-10,2017-02-20,2018-02-14,4538,2018-02-19,14.204235547016964
575,3058072,AD,3,560011,233,245,228,A,ADLD,560079,2018-03-01,2017-07-23,2018-04-05,5146,2018-04-09,8.079047353007766
576,2824553,AJ,3,560011,233,233,228,A,ADLD,560076,2017-12-29,2017-12-28,2018-01-31,4667,2018-02-03,12.917611459730061
577,2969868,AN,21,110015,233,233,131,A,ADLD,110088,2016-04-29,2016-04-01,2018-03-11,4580,2018-03-14,11.511973665167574
578,2958112,AN,21,110015,233,233,131,A,ADLD,110009,2017-10-02,2017-09-28,2018-03-09,4580,2018-03-15,11.646291754387306
579,2873570,AJ,7,500004,233,233,228,A,ADLD,500003,2017-07-18,2017-06-30,2018-02-15,4474,2018-03-18,13.076250894309446
580,2975939,C,2,110018,233,233,131,A,ADLD,110051,2017-12-21,2017-12-21,2018-03-13,4550,2018-03-15,11.566326225567678
581,2953045,AN,22,400104,233,233,131,A,ADLD,411014,2017-05-08,2017-05-06,2018-03-07,4581,2018-03-13,12.180380781967152
582,3001266,AJ,6,160059,233,233,131,B,ADLD,125055,2017-09-26,2017-09-21,2018-03-20,4437,2018-03-23,11.484596758204212
583,3003981,AN,17,800001,233,233,131,C,ADLD,834004,2017-05-09,2017-05-06,2018-03-21,4538,2018-03-26,12.509976292130503
584,3060416,AN,22,400104,233,233,131,A,ADLD,400071,2017-09-08,2017-09-05,2018-04-06,4581,2018-04-11,10.845439089206337
585,3043846,C,2,110018,233,233,228,A,ADLD,121003,2018-03-08,2016-12-25,2018-03-31,4550,2018-04-07,10.397490435891442
586,3047010,AN,26,560066,233,233,131,A,ADLD,600125,2017-06-03,2017-05-23,2018-04-02,5001,2018-04-11,9.837659495308557
587,3007440,AN,22,400104,233,233,131,A,ADLD,411001,2017-07-17,2017-07-13,2018-03-22,4581,2018-04-09,11.555380661449298
588,2822700,AN,21,110015,233,233,131,C,ADLD,122050,2017-09-17,2017-09-09,2018-01-31,4580,2018-02-02,13.313545888237073
589,2822700,AA,21,110015,233,233,131,C,ADLD,122050,2017-09-17,2016-01-01,2018-01-31,4580,2018-02-02,13.313545888237073
590,2949641,AN,21,110015,201,233,131,0,ADLD,250341,2016-11-07,2016-11-04,2018-03-07,4580,2018-03-10,13.045023410370064
591,3012071,AA,7,500004,233,233,228,A,ADLD,500042,2018-03-07,2018-02-04,2018-03-23,4479,2018-03-27,11.464795372372912
592,3085603,AN,7,500004,233,233,131,A,ADLD,500038,2017-12-15,2017-12-13,2018-04-14,4403,2018-04-18,11.425640602179094
593,2836788,AN,21,110015,233,233,131,B,ADLD,140413,2017-03-01,2017-02-24,2018-02-03,4580,2018-02-06,13.322001355991318
594,3048394,AN,22,400104,233,233,131,B,ADLD,390002,2017-10-04,2017-09-30,2018-04-02,4581,2018-04-08,10.890167141008057
595,2944456,AN,4,600024,233,233,131,A,ADLD,600016,2017-04-13,2017-04-12,2018-03-06,4490,2018-03-08,12.816386486192343
596,3059906,AI,23,400001,233,233,131,B,ADLD,390001,2018-02-14,2018-02-14,2018-04-06,4398,2018-04-09,11.517949731619744
597,3047377,AN,26,560066,233,233,228,A,ADLD,560068,2018-03-12,2018-01-29,2018-04-02,5001,2018-04-12,8.971660572783179
598,3083483,AN,17,800001,233,233,131,A,ADLD,800013,2016-06-06,2016-06-02,2018-04-14,4410,2018-04-17,11.812482994651631
599,2854424,AN,22,400104,233,245,131,B,ADLD,363641,2016-10-18,2016-10-14,2018-02-09,4581,2018-02-19,12.705265608623755
600,2865597,AN,22,400104,233,233,131,B,ADLD,440016,2017-07-24,2017-07-22,2018-02-13,4581,2018-02-17,13.45392730516398
601,2919883,AN,7,500004,233,233,131,A,ADLD,500025,2017-06-15,2017-06-14,2018-02-27,4403,2018-03-03,13.329280328018996
602,2996026,Y,6,160059,233,233,131,C,ADLD,171006,2017-08-16,2015-09-12,2018-03-19,4441,2018-03-26,11.954340786008338
603,2996026,Y,6,160059,233,233,131,C,ADLD,171006,2017-08-16,2016-09-30,2018-03-19,4441,2018-03-26,11.954340786008338
604,2833279,AJ,8,700064,233,233,131,A,ADLD,700029,2017-07-07,2017-06-27,2018-02-02,4499,2018-02-05,14.186609331149342
605,2897790,C,2,110018,233,233,228,A,ADLD,122004,2018-01-22,2017-05-18,2018-02-22,4091,2018-02-26,13.988907738208951
606,3014467,AJ,17,800001,201,233,131,D,ADLD,845412,2017-09-14,2017-09-14,2018-03-24,4370,2018-03-28,13.192299008069014
607,3046243,AJ,23,400001,233,233,131,A,ADLD,400606,2017-05-10,2017-05-01,2018-04-02,4398,2018-04-06,11.773256929064232
608,2983287,AI,12,302006,233,233,131,B,ADLD,313001,2017-11-02,2017-11-01,2018-03-15,4407,2018-03-17,12.42753935811217
609,2822733,AD,2,110018,233,233,228,A,ADLD,122009,2017-11-19,2017-10-05,2018-01-31,4148,2018-02-05,14.614716846672152
610,2831678,AN,3,560011,233,233,131,A,ADLD,560041,2017-04-22,2017-04-19,2018-02-02,4467,2018-02-07,14.155483738886083
611,2841076,AN,21,110015,233,233,131,A,ADLD,302018,2016-12-27,2016-12-06,2018-02-05,4668,2018-02-08,14.406353849350452
612,2839341,AJ,5,380009,233,233,131,A,ADLD,380007,2017-12-12,2017-12-07,2018-02-05,4422,2018-02-10,14.018804018834054
613,2879653,AN,2,110018,233,233,131,A,ADLD,110012,2017-05-30,2017-05-29,2018-02-17,4147,2018-02-22,14.344021026672621
614,2854025,AJ,6,160059,233,233,131,C,ADLD,136026,2017-07-14,2017-07-13,2018-02-09,4437,2018-02-13,13.277817202858728
615,2928931,AJ,2,110018,233,233,131,A,ADLD,110034,2017-05-10,2017-05-10,2018-03-01,4388,2018-03-05,12.778283036299122
616,2928756,AN,8,700064,201,233,131,0,ADLD,757037,2017-03-11,2017-03-09,2018-03-01,4508,2018-03-06,13.581132661003302
617,2949050,AJ,7,500004,233,233,228,A,ADLD,500049,2018-02-09,2018-02-07,2018-03-07,4474,2018-03-13,12.209577404779353
618,2930141,AA,24,110092,233,233,228,A,ADLD,110044,2018-02-04,2018-02-03,2018-03-01,4150,2018-03-09,13.260985116269886
619,2951962,AJ,10,226010,233,233,228,B,ADLD,282006,2018-01-22,2017-09-17,2018-03-07,4425,2018-03-09,12.540515447557851
620,2941785,C,12,302006,233,233,228,A,ADLD,302018,2018-01-31,2017-10-06,2018-03-05,4453,2018-03-12,12.121309773639133
621,2953241,AJ,2,110018,233,233,228,A,ADLD,110096,2018-02-09,2016-10-28,2018-03-07,4388,2018-03-18,12.009289144166253
622,3000314,AJ,2,110018,233,233,228,A,ADLD,110034,2018-03-04,2017-07-21,2018-03-20,4388,2018-03-21,11.467948367887253
623,3035314,C,12,302006,233,233,131,A,ADLD,302025,2017-11-09,2017-11-08,2018-03-29,4453,2018-04-04,11.537231225583021
624,3039486,AN,8,700064,0,233,131,B,ADLD,734007,2017-07-03,2017-06-29,2018-03-30,4508,2018-04-03,12.095510339950785
625,3039486,AN,8,700064,233,233,131,B,ADLD,734007,2017-07-03,2017-06-29,2018-03-30,4508,2018-04-03,12.095510339950785
626,3079909,AJ,23,400001,233,233,131,C,ADLD,474005,2018-03-21,2018-01-25,2018-04-12,4398,2018-04-14,12.06719980001128
627,3063578,AJ,27,110034,0,233,131,A,ADLD,110088,2017-05-18,2017-05-17,2018-04-07,4388,2018-04-18,11.231856846970928
628,3063578,AJ,27,110034,233,233,131,A,ADLD,110088,2017-05-18,2017-05-17,2018-04-07,4388,2018-04-18,11.231856846970928
629,2990169,AJ,10,226010,233,233,131,B,ADLD,282007,2018-03-11,2018-03-08,2018-03-17,4425,2018-03-20,12.591910018983583
630,2897728,AB,1,400059,233,233,228,A,ADLD,500007,2018-01-18,2017-09-08,2018-02-22,4478,2018-02-23,13.578538455191925
631,2985794,AJ,6,160059,233,233,131,C,ADLD,141003,2017-12-24,2017-12-22,2018-03-15,4437,2018-03-20,11.810235607200148
632,2965604,Y,10,226010,233,233,131,B,ADLD,229001,2018-02-18,2017-12-15,2018-03-10,4393,2018-03-16,12.515297839677757
633,2950459,AN,7,500004,233,233,131,A,ADLD,500082,2017-06-15,2017-04-13,2018-03-07,4403,2018-03-13,12.97855758295212
634,2994724,AJ,23,400001,233,233,131,B,ADLD,440014,2017-12-15,2017-12-14,2018-03-19,4398,2018-03-23,12.730561555846045
635,3007626,AJ,23,400001,233,233,131,B,ADLD,422003,2017-04-01,2017-03-26,2018-03-22,4398,2018-03-30,12.415314425371228
636,2825840,AN,4,600024,233,233,228,A,ADLD,600014,2018-01-10,2017-12-30,2018-01-31,4490,2018-02-03,13.688706155465965
637,2891390,C,12,302006,233,233,131,B,ADLD,342001,2017-04-18,2017-04-14,2018-02-20,4453,2018-02-24,13.561334714289671
638,3013538,AN,21,110015,233,233,131,B,ADLD,313001,2018-01-19,2017-05-26,2018-03-24,4580,2018-03-27,12.892086310172566
639,2841088,AN,7,500004,233,233,131,A,ADLD,500072,2017-06-03,2017-06-02,2018-02-05,4403,2018-02-09,14.234898384322165
640,2900538,S,7,500004,233,233,228,A,ADLD,500072,2018-01-23,2017-09-08,2018-02-23,4479,2018-02-26,12.746343778483833
641,3045160,AE,17,800001,233,233,131,A,ADLD,800020,2017-07-17,2017-07-03,2018-04-01,4370,2018-04-04,12.418744825425222
642,3045160,AJ,17,800001,233,233,131,A,ADLD,800020,2017-07-17,2017-07-14,2018-04-01,4370,2018-04-04,12.418744825425222
643,3089818,AN,7,500004,233,233,131,A,ADLD,500072,2017-04-19,2017-04-18,2018-04-17,4403,2018-04-19,11.377534783547269
644,2832781,AJ,9,411016,233,233,131,A,ADLD,411028,2017-04-18,2018-03-26,2018-02-02,4021,2018-02-06,15.798426061534421
645,2847689,S,2,110018,233,233,228,A,ADLD,110029,2017-05-19,2017-06-16,2018-02-07,4150,2018-02-12,14.208628760550383
646,2842951,AN,7,500004,233,233,131,A,ADLD,500037,2016-07-23,2016-07-23,2018-02-06,4403,2018-02-13,14.213172004783004
647,2862975,AN,7,500004,233,233,131,C,ADLD,505001,2017-05-29,2017-05-26,2018-02-12,4403,2018-02-17,14.029175455786813
648,2833133,AN,22,400104,233,233,131,C,ADLD,363351,2017-06-24,2017-06-22,2018-02-02,4581,2018-02-07,13.115887678374534
649,2885025,AA,7,500004,233,233,131,B,ADLD,520013,2017-12-26,2017-12-26,2018-02-19,4479,2018-02-23,13.59978427384668
650,2922494,AN,22,400104,233,233,131,A,ADLD,400013,2017-07-23,2017-07-20,2018-02-28,4581,2018-03-04,12.429323280030559
651,2906583,AN,22,400104,233,233,131,C,ADLD,425201,2017-12-01,2017-11-30,2018-02-25,4581,2018-03-01,12.845695684194752
652,2898052,AJ,2,110018,233,233,228,A,ADLD,110025,2018-02-20,2018-02-15,2018-02-22,4388,2018-03-08,12.642631584115371
653,2941800,AN,26,560066,233,233,131,0,ADLD,0,2017-04-08,2017-04-02,2018-03-05,5001,2018-03-22,5.480820971289184
654,2897824,C,6,160059,233,233,131,B,ADLD,134109,2017-09-29,2017-09-29,2018-02-22,4549,2018-03-18,12.292225994574856
655,3015248,C,2,110018,233,233,228,A,ADLD,110090,2017-08-13,2016-10-30,2018-03-24,4550,2018-03-26,10.624813335260654
656,3041559,AJ,23,400001,233,233,131,A,ADLD,411014,2017-12-23,2017-12-23,2018-03-31,4398,2018-04-03,11.923588109034789
657,3045753,AN,22,400104,233,233,131,A,ADLD,400607,2017-06-26,2016-08-23,2018-04-02,4581,2018-04-06,11.01885566918169
658,3065592,AJ,27,110034,233,233,228,A,ADLD,201304,2018-02-12,2017-05-05,2018-04-08,4388,2018-04-09,11.564344055630755
659,3016942,AJ,27,110034,233,245,228,A,ADLD,110018,2018-01-30,2018-01-29,2018-03-25,4388,2018-04-10,11.107928679640331
660,2861733,AN,8,700064,233,233,131,A,ADLD,700034,2017-03-14,2017-03-10,2018-02-12,4508,2018-02-21,13.822442851772252
661,3067719,C,6,160059,233,233,228,B,ADLD,147001,2018-03-04,2018-03-04,2018-04-09,4549,2018-04-11,9.969762460222704
662,2970742,AJ,2,110018,233,233,131,C,ADLD,263153,2017-08-05,2017-07-31,2018-03-12,4388,2018-03-13,13.717969268153126
663,3082608,AJ,23,400001,233,233,131,A,ADLD,400092,2017-05-02,2017-05-02,2018-04-13,4398,2018-04-19,11.35073586719389
664,2939051,C,2,110018,233,233,228,B,ADLD,181152,2017-07-05,2017-03-15,2018-03-04,4550,2018-03-08,12.15916875444394
665,2974278,AI,6,160059,233,233,131,C,ADLD,141010,2017-10-21,2017-10-20,2018-03-13,4437,2018-03-17,11.942594172815198
666,3021778,AJ,23,400001,308,233,131,A,ADLD,400610,2017-05-09,2016-06-13,2018-03-26,4398,2018-04-05,12.054343357059203
667,2858256,AN,6,160059,233,233,131,B,ADLD,160101,2018-01-15,2016-05-20,2018-02-10,4673,2018-02-13,12.473378382222215
668,2908406,C,2,110018,233,233,131,B,ADLD,132103,2017-03-21,2017-03-15,2018-02-26,4094,2018-03-06,14.438463705090662
669,3040724,AN,26,560066,233,233,228,A,ADLD,560008,2017-06-05,2017-05-08,2018-03-31,5001,2018-04-10,9.04753255807838
670,2938657,AJ,7,500004,233,0,228,A,ADLD,500072,2017-05-14,2017-05-13,2018-03-04,4474,2018-03-09,15.605250360297688
671,2954193,C,2,110018,233,233,131,A,ADLD,122001,2018-01-24,2016-10-07,2018-03-08,4550,2018-03-11,11.926962744206335
672,2819316,AJ,3,560011,233,233,228,A,ADLD,560001,2017-08-16,2015-12-11,2018-01-30,4460,2018-02-06,13.83586613161092
673,2861404,AI,8,700064,233,233,131,A,ADLD,700157,2017-11-21,2017-11-21,2018-02-11,4499,2018-02-14,13.864701658088734
674,2862698,AN,22,400104,233,233,131,A,ADLD,400607,2017-06-30,2017-06-28,2018-02-12,4581,2018-02-16,13.121757184639605
675,2886093,AJ,1,400059,233,233,228,A,ADLD,400604,2018-01-07,2017-08-02,2018-02-19,4398,2018-02-24,13.122249254706666
676,2874172,AJ,2,110018,233,233,131,A,ADLD,110092,2018-01-13,2017-10-17,2018-02-15,4388,2018-02-19,13.407882043966872
677,2901210,AN,2,110018,233,233,131,A,ADLD,110009,2017-06-13,2017-06-12,2018-02-23,4147,2018-02-27,14.096350431253583
678,2941044,S,24,110092,233,233,131,A,ADLD,400055,2017-08-22,2017-08-18,2018-03-05,4150,2018-03-10,16.31555314663433
